,CONTROLNUM_0,CONTROLNUM_2,CONTROLNUM_3,Fam_support,Q513R,Q515R,Q702R_1,Q702R_3,ageyr10_1,earlymarriage_1,edpart_3,mcv1006,mcv1006a,mcv1006b,mcv1008,mcv1009,men_alcohol_all,sumdiffage_1
2183,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
1455,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2149,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2295,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
1449,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1820,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1464,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1803,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1507,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
1422,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
1578,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
1473,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
2291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1397,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1398,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2354,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2037,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1638,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1426,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1833,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2201,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
1858,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0
1901,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2166,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
1486,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2212,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1675,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2323,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
2244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1467,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1626,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1549,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1443,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2206,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2067,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1996,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2300,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1595,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2362,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1589,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1391,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2140,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1611,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1660,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0
1881,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2311,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
1899,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
1929,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
2276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2075,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2062,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2000,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1944,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1681,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1505,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
1407,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2077,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1988,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
1752,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1848,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2279,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1741,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2308,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
2008,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1850,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
2076,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1946,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1490,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1876,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1869,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1636,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1421,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
2192,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2326,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2239,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2045,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1588,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2197,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2112,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2168,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2336,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1717,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1534,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1937,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1962,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1641,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1782,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2348,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1870,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1527,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2334,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
1696,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1964,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
2252,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1827,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1560,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1790,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2173,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1625,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2195,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
1718,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2104,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1432,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1615,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1661,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1837,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1980,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1921,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1678,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
1978,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1856,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2059,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0
2054,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2086,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1852,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1628,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1496,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0
1706,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1437,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1554,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1
1760,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
2038,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1566,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1809,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
1403,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1711,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1518,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1
2236,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
1841,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2095,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1866,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1872,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1428,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1543,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1919,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1801,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2093,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1914,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1586,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1
2314,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2021,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1702,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1511,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1998,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1568,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1690,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1525,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
1564,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1823,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
1414,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2129,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1576,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
2273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1865,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2235,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1720,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
2034,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1982,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1415,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1889,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2079,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2136,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1501,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1916,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2023,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
1478,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1861,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0
2361,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2039,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1601,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
2274,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1773,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1853,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1701,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1
2029,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1590,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2153,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2134,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1699,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1712,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1792,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2018,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2225,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1551,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2182,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1900,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
1704,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2218,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
1416,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
1658,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
2281,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2180,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2139,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2101,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1814,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0
2251,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1559,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0
2105,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
2194,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2210,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3344,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3153,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3483,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2582,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2610,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3600,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2811,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3645,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2450,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
3316,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3673,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3246,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2490,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2892,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2603,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2482,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2882,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3755,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
2397,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
2587,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2965,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2755,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3577,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3373,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3606,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2936,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
3759,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3077,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2396,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1
2720,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2642,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2436,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2922,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3359,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3438,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2380,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0
3693,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2459,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
3391,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3071,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3236,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2491,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1
2552,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3787,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2861,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
2381,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3425,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2786,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3647,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2597,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2857,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
3618,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3575,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3322,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3245,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2555,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3705,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3485,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2696,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2554,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3305,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3658,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3555,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3273,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3004,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3190,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
2632,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3428,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2586,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3782,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3748,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2964,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2523,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3123,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2497,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
2884,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3076,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3034,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2605,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2843,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3406,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3597,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3448,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2503,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2374,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3073,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3229,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2498,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3370,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2864,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2697,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3616,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0
2550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2920,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3526,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3313,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2665,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
3357,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2403,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2733,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2908,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2867,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2792,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2433,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2375,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3439,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2880,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
