,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
698,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,0,0,3,1,0,2,2,0,0
13,1,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,4,2,1,1,0,0,4,9,0,5,1,1,0
158,3,2,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,3,2,1,1,1,1,1,0,0,4,2,0,0
1015,3,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,2,0,1,3,4,1,0
1290,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,4,0,1,2,4,0,0
1100,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,3,5,0,0
958,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,1,1,4,0,0,1,5,0,0
1111,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,2,2,1,1,0,1,4,9,0,4,3,0,0
1047,3,2,0,1,1,1,1,0,0,0,1,1,0,2,1,1,1,3,2,1,0,1,1,2,0,1,5,1,1,0
1349,0,2,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,2,2,1,1,1,1,4,9,0,2,2,0,0
804,3,1,0,0,1,0,0,0,0,1,1,1,0,2,1,1,1,4,2,1,1,1,1,2,0,0,4,2,1,0
892,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,1,1,3,2,1,1,1,1,1,0,0,4,4,0,0
887,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,2,1,1,1,1,3,0,0,2,4,0,0
138,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,1,1,1,1,4,0,0,2,4,0,0
424,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,3,1,1,0,1,1,0,1,4,4,0,1
396,3,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,1,1,1,1,2,0,0,3,2,1,0
327,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,1,1,2,3,1,1,1,1,1,0,0,3,3,0,0
1365,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,3,2,1,1,1,1,1,0,1,3,3,1,0
203,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,1,1,1,0,0,4,2,0,0
134,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,4,0,0
1377,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,1,1,1,1,0,2,0,0,4,2,0,0
1370,3,3,0,0,1,0,0,1,1,0,0,1,0,2,1,1,1,3,3,1,1,1,1,1,0,0,4,2,0,0
1247,0,2,0,0,0,1,1,0,1,0,0,1,0,2,1,0,0,2,3,1,0,0,0,4,0,0,3,3,0,0
169,2,3,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,2,1,1,1,1,4,0,1,5,5,0,0
909,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,1,0,1,3,4,1,1
1203,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,1,1,4,0,0,5,4,0,0
830,2,1,0,0,0,1,1,0,0,0,0,1,0,3,1,1,1,3,3,1,1,1,1,2,0,0,4,2,0,0
935,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,3,1,1,1,1,4,0,0,2,5,0,0
850,3,3,1,0,0,0,0,1,0,0,0,1,1,3,0,0,0,3,3,1,0,0,1,4,0,0,2,2,0,0
1258,3,2,1,1,0,0,1,0,0,1,0,1,0,2,1,1,1,3,3,1,1,1,1,1,0,0,1,5,0,0
559,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,5,5,0,0
1145,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,0,4,5,1,1
1043,0,1,1,0,1,0,0,0,0,0,9,0,0,3,1,1,1,1,3,1,1,1,0,4,9,0,2,4,0,0
1072,0,2,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,3,2,1,1,0,0,1,0,0,3,2,0,0
14,3,3,1,1,0,0,1,1,1,1,9,1,0,1,0,0,0,1,1,1,0,1,1,4,9,0,1,5,0,0
709,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,1,1,0,0,4,9,0,5,1,0,0
350,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,4,0,0,5,4,0,0
337,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,2,1,1,1,1,2,0,0,4,1,0,0
550,2,3,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,2,2,1,1,1,1,1,0,1,5,2,0,0
1241,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,1,2,1,1,1,1,1,0,0,4,4,0,0
1287,2,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,4,1,1,1,1,1,2,0,0,4,2,0,0
324,3,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,2,1,1,1,1,1,1,0,1,4,5,1,1
354,1,2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,4,0,0
135,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,3,1,1,0,0,2,0,0,3,2,0,0
828,1,1,0,0,1,1,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,1,1,4,0,0,2,2,0,0
1054,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,3,4,0,1
1135,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,0,0,2,4,0,0
368,0,2,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,1,2,1,1,1,1,1,0,0,4,4,0,0
445,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,1,1,1,1,1,0,1,4,1,0,0
1000,2,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,1,0,1,1,3,0,0,5,1,1,0
1033,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,1,0,1,0,0,3,2,0,0
92,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,3,3,1,1,1,1,1,0,0,2,2,1,0
1305,2,2,0,0,0,1,1,0,1,1,0,1,0,2,1,1,1,3,3,1,1,0,1,2,1,0,3,2,0,0
429,1,2,1,0,1,0,0,0,1,0,1,1,0,2,1,1,1,3,1,1,1,1,1,1,0,0,4,4,0,0
1031,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,1,1,1,1,1,0,1,4,2,0,0
889,2,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,1,2,2,1,1,1,0,3,1,1,2,2,1,0
1136,1,3,0,0,1,1,1,0,0,1,0,1,0,2,1,1,1,2,2,1,1,1,0,3,1,1,4,2,1,0
653,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
904,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,1,1,1,1,2,0,0,2,2,0,0
1304,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,3,2,1,0,1,1,4,0,0,5,5,0,0
721,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,2,1,1,1,1,2,0,0,4,1,0,0
916,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,3,2,1,1,0,1,1,0,0,3,5,0,0
969,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,1,1,1,1,4,9,1,5,5,0,0
1382,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,1,0,1,0,0,3,2,0,0
1190,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,1,1,1,0,3,1,1,1,1,1,1
806,1,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,1,1,4,0,1,2,3,0,1
750,0,3,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,2,2,1,0,1,1,2,1,0,5,5,0,0
581,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,1,0,1,2,5,0,0
1344,0,1,0,0,1,0,0,0,1,0,1,1,0,2,1,1,1,1,2,1,1,0,0,4,1,1,2,2,0,0
898,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,1,0,1,1,1,0,0,4,3,0,0
619,1,3,1,0,0,1,1,0,0,0,0,0,1,3,0,1,1,3,2,1,0,1,1,1,0,0,2,4,0,0
335,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,0,0,2,0,1,5,2,0,0
509,3,3,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,1,1,0,1,1,4,0,1,4,4,1,0
301,0,2,0,0,1,0,0,1,0,1,0,1,0,2,1,1,1,2,2,1,1,0,0,1,0,0,4,2,0,0
1078,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,1,1,1,1,1,4,5,0,0
1376,3,2,0,0,1,1,0,0,0,1,9,1,0,2,1,1,1,2,2,1,0,0,0,4,9,0,5,1,1,0
24,3,2,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,3,2,1,0,1,0,1,1,0,4,4,1,0
1046,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,2,2,1,1,1,1,1,0,0,4,4,0,0
194,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,1,1,1,0,0,4,3,0,0
1204,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,1,1,1,1,1,1,0,0,2,4,1,1
308,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,3,2,1,1,0,1,4,0,0,2,3,0,0
271,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,2,1,0,1,0,4,0,0,2,4,0,0
599,0,2,1,0,1,0,0,0,0,1,0,1,1,2,1,0,0,4,2,1,1,1,1,3,1,0,4,1,0,0
722,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,5,0,0
314,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,0,1,1,0,0,4,2,0,0
718,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,1,1,0,1,1,0,0,3,2,0,0
1353,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,4,0,0
1049,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,2,1,1,1,1,4,0,0,5,4,0,0
15,3,1,1,0,0,1,1,0,0,1,0,1,0,2,1,1,1,2,2,1,1,0,0,1,0,0,3,2,0,0
637,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,1,0,1,1,4,0,0,2,5,0,0
673,2,2,1,0,0,0,0,0,0,0,9,1,0,3,1,1,1,2,2,1,1,1,1,4,9,1,5,1,0,0
1207,0,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,1,1,1,1,4,9,0,5,1,1,0
488,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,3,2,1,1,1,1,2,0,1,3,1,1,0
822,0,1,0,0,1,0,0,0,0,0,9,1,0,2,0,0,0,4,3,1,0,0,1,4,9,0,2,2,0,0
63,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,4,3,0,0
847,0,2,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,2,0,0,3,4,0,0
425,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,4,0,0
253,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,1,1,1,1,1,0,1,4,4,0,0
222,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,2,1,0,1,1,4,0,0,1,5,1,0
811,2,1,0,0,1,0,1,0,0,0,0,1,0,2,1,1,1,2,2,1,1,0,0,3,1,1,2,1,1,0
250,1,3,0,0,0,1,1,0,0,1,0,1,0,2,1,1,1,3,2,1,1,0,0,1,0,0,2,2,0,0
567,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,1,1,1,1,0,5,3,0,0
578,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,1,1,1,0,0,4,2,0,0
257,2,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,3,1,1,1,1,1,2,0,0,3,3,0,0
1142,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,4,2,1,1,1,1,2,0,1,4,3,0,1
784,3,3,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,2,3,1,1,1,1,4,0,0,2,3,0,0
1335,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,0,1,4,1,0
1285,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,0,1,3,1,0,2,2,0,0
585,3,3,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,4,2,1,0,0,1,4,0,0,2,1,0,0
755,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,2,1,0,1,1,4,0,0,2,5,0,0
579,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4,2,1,1,1,1,3,0,0,4,4,0,0
595,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,1,1,0,1,1,0,0,4,1,1,0
84,0,2,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,2,2,1,0,1,1,1,0,1,4,1,0,1
1334,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,5,3,0,0
724,0,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,1,4,0,1,2,3,0,0
781,3,2,0,0,0,1,1,0,0,0,0,1,0,2,1,1,0,1,3,1,0,1,0,2,0,0,5,4,0,0
1389,3,3,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,4,1,1,1,1,1,4,0,0,5,2,1,0
155,1,3,0,0,0,1,0,0,0,0,0,1,0,3,0,1,1,3,2,1,0,1,1,1,0,0,4,3,0,0
712,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,1,1,1,1,2,0,1,4,3,0,0
1101,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,1,0,1,1,4,1,0,5,3,0,0
1379,0,1,1,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,1,1,1,1,4,0,0,2,4,0,0
965,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,4,2,1,1,1,1,1,0,0,1,2,0,1
1358,3,2,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,4,2,1,1,0,0,2,0,0,4,2,0,0
1081,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,1,1,1,1,1,0,0,4,2,1,0
430,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,4,2,1,1,1,0,1,0,1,4,4,0,0
389,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,4,2,1,0,1,1,2,0,0,4,2,0,0
933,3,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,1,1,2,1,0,4,1,0,0
1184,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,2,1,1,1,1,2,0,0,4,2,1,0
322,2,2,1,1,0,0,0,1,1,1,0,1,0,2,1,1,1,2,2,1,1,1,1,1,0,0,4,3,0,0
527,3,3,0,0,1,1,1,0,0,0,9,1,0,2,1,1,1,3,3,1,1,0,0,4,9,0,2,1,0,0
1040,3,2,1,0,1,0,1,0,1,0,0,1,0,2,1,1,1,2,2,1,1,1,1,2,0,0,4,3,0,0
18,3,1,0,0,0,1,0,0,1,0,0,1,0,3,1,1,1,3,3,1,1,0,0,2,0,0,3,2,0,0
936,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,1,1,2,0,0,2,3,0,0
1363,3,3,1,1,1,1,1,0,1,1,0,1,0,3,1,1,1,3,2,1,1,1,1,1,0,0,4,3,1,0
719,3,2,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,3,2,1,0,1,1,2,0,0,4,1,0,1
370,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,2,2,1,1,1,1,2,0,1,4,1,1,1
1367,1,2,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,3,1,1,1,1,1,1,0,1,3,4,1,0
267,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,0,0
1017,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,4,1,1,1,1,1,1,0,0,4,4,0,0
1254,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,1,1,1,0,1,0,0,4,2,0,0
1299,3,1,1,0,1,0,1,0,1,0,9,1,0,3,1,1,1,2,3,1,1,0,1,4,9,0,5,2,0,0
697,0,2,1,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,1,1,1,0,2,0,0,2,2,0,0
310,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,1,1,1,1,1,0,0,2,3,1,0
548,1,2,1,0,0,0,0,0,1,0,9,1,1,2,0,0,0,2,3,1,0,1,1,4,9,0,5,1,0,0
205,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,3,2,1,1,0,1,1,0,1,4,4,0,0
109,2,3,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,3,0,0,2,4,0,0
576,0,2,0,0,1,1,1,0,0,0,1,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,4,2,0,0
512,1,1,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,1,1,0,1,1,0,0,2,2,0,0
688,3,2,0,0,0,0,0,1,0,1,1,0,0,2,1,1,1,4,2,1,1,1,0,2,0,0,4,1,1,0
186,0,1,0,0,1,1,1,0,0,0,1,1,0,2,1,1,1,3,2,1,1,1,1,2,0,1,4,1,1,0
1044,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,4,1,1,1,1,1,1,0,0,4,3,0,0
1069,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,3,2,1,1,0,1,1,0,0,4,2,1,1
1280,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,0,0,4,5,0,0
1050,2,1,0,0,0,0,1,0,0,0,9,0,0,2,1,1,1,4,2,1,1,1,1,4,9,1,1,1,1,0
972,3,2,0,0,0,0,1,0,0,0,1,1,0,2,1,1,1,2,2,1,1,1,1,3,0,0,2,2,0,0
1378,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,1,1,1,3,1,1,0,1,1,0,0,1,5,0,0
852,1,1,0,0,0,1,1,0,0,1,9,1,0,3,1,1,1,3,3,1,1,0,0,4,9,0,2,1,0,0
133,3,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,2,1,0,0,1,2,0,0,4,3,0,0
76,3,3,0,0,1,1,1,0,0,0,1,1,0,2,1,1,1,3,3,1,0,1,1,4,0,0,5,5,0,0
516,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,0,0,1,0,0,4,1,0,0
182,3,1,0,0,1,1,1,0,0,0,0,1,0,3,1,1,1,4,2,1,1,1,0,3,1,0,5,1,0,0
646,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,1,1,2,0,0,4,3,0,0
788,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,2,1,1,1,1,1,0,0,4,3,1,0
610,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,3,1,0,2,5,0,0
707,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,2,2,1,1,1,1,1,0,1,4,2,1,1
185,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,1,1,1,1,4,1,0,5,5,1,0
16,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,0,5,3,0,0
499,2,3,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,4,1,1,1,1,1,4,0,0,5,4,0,0
636,3,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,4,2,1,0,1,1,1,0,0,4,2,1,0
1166,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,3,5,1,1
492,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1,1,1,3,2,1,1,0,0,1,0,0,3,3,0,0
318,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,1,1,0,0,4,2,1,0
696,0,2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,1,0,1,1,4,1,0,2,5,0,0
799,3,1,1,0,0,1,1,0,0,1,9,1,0,3,0,0,0,2,3,1,0,0,1,4,9,0,5,1,0,0
125,0,1,1,0,0,1,1,0,0,0,0,1,1,3,1,1,1,1,3,1,1,0,0,4,0,0,2,3,0,0
104,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,1,1,1,0,1,4,3,0,0
733,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,1,1,1,0,1,1,0,0,3,2,0,0
642,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,1,1,1,0,0,3,1,0,0
22,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,4,1,1,1,1,1,3,0,0,1,2,0,0
408,2,1,0,0,1,0,0,1,1,0,0,1,0,2,1,1,0,1,1,1,0,1,1,4,0,1,2,4,1,0
728,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,2,0,1,4,2,0,0
490,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,1,1,1,1,4,0,1,5,4,0,1
1029,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,4,4,0,0
32,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,1,1,1,1,1,0,0,4,3,0,0
147,1,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,1,4,0,1,5,5,1,1
35,3,2,1,1,1,1,0,1,1,1,1,0,0,2,1,0,1,2,2,1,1,1,1,1,0,1,4,1,0,0
1354,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,0,4,3,1,0
1009,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,3,2,1,1,0,1,1,0,0,4,1,0,0
540,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,3,1,1,1,1,1,1,0,1,4,3,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,2,3,0,0
73,0,2,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,1,1,0,0,1,5,0,0
773,3,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,3,2,1,1,1,1,2,0,0,4,2,0,0
452,3,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,4,1,1,1,1,1,2,0,1,4,3,1,0
764,0,2,0,0,0,0,0,1,0,1,0,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,4,4,0,0
853,3,1,0,0,1,1,1,0,0,0,1,1,0,2,1,1,1,2,2,1,1,1,1,2,0,1,4,1,1,1
1198,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,1,1,1,1,2,1,0,4,3,0,0
456,3,3,1,1,0,1,0,0,0,1,1,1,0,2,0,1,1,2,2,1,0,0,0,1,0,0,2,1,0,0
1087,0,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,1,1,0,1,1,0,0,4,5,0,0
1154,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,3,2,1,1,1,1,1,0,0,4,5,1,0
37,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,1,1,0,0,3,4,0,0
837,3,2,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,4,3,1,0,0,1,1,0,0,3,3,0,0
1219,2,2,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,2,2,1,1,1,1,4,9,1,2,2,0,0
783,0,3,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,3,2,1,1,1,1,1,1,0,4,5,0,0
148,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,4,2,1,1,1,1,2,0,1,4,1,0,0
340,3,2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,3,1,1,1,1,1,4,0,0,5,2,0,0
1266,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,4,2,1,1,0,0,4,9,0,2,2,0,0
363,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,4,2,1,1,1,1,1,0,0,4,5,0,0
763,1,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,1,1,1,1,4,9,0,5,1,0,0
419,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3,3,1,1,1,1,1,0,1,4,2,0,0
1250,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,2,1,0,1,1,4,0,0,2,2,1,0
1362,2,3,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,2,2,1,1,1,1,3,1,1,5,1,1,1
1282,2,2,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,3,2,1,1,1,1,1,0,0,4,2,0,0
373,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,2,1,0,1,0,4,1,0,1,1,0,0
1055,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,1,1,1,1,3,0,0,5,1,1,1
101,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,1,1,1,1,2,0,1,2,3,0,1
234,3,3,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2,1,1,0,1,1,1,0,0,4,2,1,0
423,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,4,3,1,0,1,1,1,0,0,4,2,0,0
496,3,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,4,1,1,1,1,1,2,0,0,4,3,1,0
113,0,3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,2,1,0,1,1,1,0,1,5,3,1,0
808,3,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,3,2,1,1,1,1,2,0,0,4,2,0,0
985,1,3,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,2,1,0,1,1,4,9,0,2,4,0,0
